key,source,target
Loc_Subtitles/CPT_FOXY_HW2_00019,"(CAPT. FOXY)\\\\Argh, let’s see how ye did.",(霍斯船长)\\\\啊，让我们看看你的表现。
Loc_Subtitles/CPT_FOXY_HW2_00010,(CAPT. FOXY)\\\\Fire in the hole!,(霍斯船长)\\\\有炸弹！
Loc_Subtitles/CPT_FOXY_HW2_00010b,(CAPT. FOXY)\\\\Fire in them thar hole!,(霍斯船长)\\\\小心炸弹！
Loc_Subtitles/CPT_FOXY_HW2_00005,(CAPT. FOXY)\\\\Have a rootin' tootin' time. Yee Harr!!,(霍斯船长)\\\\玩得开心点。耶哈！
Loc_Subtitles/CPT_FOXY_HW2_00016,(CAPT. FOXY)\\\\It be recommended that ye stay on the approved route.,(霍斯船长)\\\\建议你沿着指定的路线走。
Loc_Subtitles/CPT_FOXY_HW2_00004,"(CAPT. FOXY)\\\\Keep yer hands and feet in the ride at all times, or ye’ll end up like me!",(霍斯船长)\\\\时刻保持你的手和脚在游乐设施内，否则你会变成我这样！
Loc_Subtitles/CPT_FOXY_HW2_00015,(CAPT. FOXY)\\\\Overboard!,(霍斯船长)\\\\落水了！
Loc_Subtitles/CPT_FOXY_HW2_00011,(CAPT. FOXY)\\\\Reach for the sky!,(霍斯船长)\\\\向天空伸手！
Loc_Subtitles/CPT_FOXY_HW2_00008,(CAPT. FOXY)\\\\Set sail for adventure!,(霍斯船长)\\\\扬帆冒险！
Loc_Subtitles/CPT_FOXY_HW2_00009,(CAPT. FOXY)\\\\There’s gold in them thar hills!,(霍斯船长)\\\\那些山里有金子！
Loc_Subtitles/CPT_FOXY_HW2_00012,(CAPT. FOXY)\\\\This here’s a robbery! Make with the loot!,(霍斯船长)\\\\这是一场抢劫！快交出财物！
Loc_Subtitles/CPT_FOXY_HW2_00002,(CAPT. FOXY)\\\\Use them there hand cannons to shoot anything that moves!,(霍斯船长)\\\\用那些手炮射击任何动的东西！
Loc_Subtitles/CPT_FOXY_HW2_00016b_alt,(CAPT. FOXY)\\\\We be not responsible for any maimings or mayhem that might happen on this here path.,(霍斯船长)\\\\我们不对这条路上可能发生的任何伤残事故或混乱负责。
Loc_Subtitles/CPT_FOXY_HW2_00016b,(CAPT. FOXY)\\\\We be not responsible for any maimings that might happen on this here path.,(霍斯船长)\\\\我们不对这条路上可能发生的任何伤残事故负责。
Loc_Subtitles/CPT_FOXY_HW2_00001,(CAPT. FOXY)\\\\Welcome to CAPTAIN FOXY'S COWBOY ADVENTURE.,(霍斯船长)\\\\欢迎来到霍斯船长的牛仔冒险。
Loc_Subtitles/CPT_FOXY_HW2_00006,(CAPT. FOXY)\\\\Whoah! Sit down in there!,(霍斯船长)\\\\哇！坐好了！
Loc_Subtitles/CPT_FOXY_HW2_00020,(CAPT. FOXY)\\\\Yar har har!,(霍斯船长)\\\\呀哈哈！
Loc_Subtitles/CPT_FOXY_HW2_00013,(CAPT. FOXY)\\\\Yar!,(霍斯船长)\\\\呀！
Loc_Subtitles/CPT_FOXY_HW2_00007,(CAPT. FOXY)\\\\Yer liable to get wet!,(霍斯船长)\\\\你可能会被淋湿！
Loc_Subtitles/CPT_FOXY_HW2_00021,(CAPT. FOXY)\\\\Yo ho ho and a bottle of Fizzy Faz!,(霍斯船长)\\\\呦吼吼，一瓶费斯汽水！
Loc_Subtitles/CARNIE_HW2_00046,(CARNIE)\\\\(Inaudible),(卡尼)\\\\(听不清)
Loc_Subtitles/CARNIE_HW2_00056,(CARNIE)\\\\Another winner.,(卡尼)\\\\又一个赢家。
Loc_Subtitles/CARNIE_HW2_00057,(CARNIE)\\\\Another winner? Go get yer prize.,(卡尼)\\\\又一个赢家？去拿你的奖品吧。
Loc_Subtitles/CARNIE_HW2_00038,"(CARNIE)\\\\Awww… I almost feel sorry for ya. Just to be clear, I don’t.",(卡尼)\\\\哎呀...我差点为你感到难过。不过我要澄清一下，只是差点难过。
Loc_Subtitles/CARNIE_HW2_00044,"(CARNIE)\\\\Back again to test yer skill. Well, here’s another one from the vaults!",(卡尼)\\\\又回来测试你的技能了。好吧，这里有另一个从保险库里拿出来的！
Loc_Subtitles/CARNIE_HW2_00029,"(CARNIE)\\\\Back again? Well, I am sure we can find something a little more difficult to test yer\\troubling talents. Fish on!",(卡尼)\\\\又回来了？好吧，我敢肯定我们可以找到一些更难的东西来考验你的\\令人头疼的才能。加油吧！
Loc_Subtitles/CARNIE_HW2_00026,(CARNIE)\\\\Back for more? Truly a glutton fer punishment.,(卡尼)\\\\又来了？你是不是有啥受虐倾向？
Loc_Subtitles/CARNIE_HW2_00019,(CARNIE)\\\\Can’t knock that one over with a zap gun!,(卡尼)\\\\你用那个电击枪是打不倒那个的！
Loc_Subtitles/CARNIE_HW2_00054,(CARNIE)\\\\Come on. The ball is in the basket. Are ya unfamiliar with the concept of ball toss?,(卡尼)\\\\快点。球在篮子里。你不懂扔球的概念吗？
Loc_Subtitles/CARNIE_HW2_00022,(CARNIE)\\\\Comedy gold!,(卡尼)\\\\笑死人了！
Loc_Subtitles/CARNIE_HW2_00002,"(CARNIE)\\\\Do you like darts, high-tech lasers?",(卡尼)\\\\你喜欢飞镖，高科技激光吗？
Loc_Subtitles/CARNIE_HW2_00021,(CARNIE)\\\\Don’t take a genius to know that won’t work.,(卡尼)\\\\不用是天才就知道那不会有效果。
Loc_Subtitles/CARNIE_HW2_00003,(CARNIE)\\\\Ever dream of shootin’ a real life sci-fi laser?,(卡尼)\\\\你有没有梦想过用一把真正的科幻激光枪射击？
Loc_Subtitles/CARNIE_HW2_00005,(CARNIE)\\\\Fazerblast has got it all!,(卡尼)\\\\Faz激光枪有你想要的一切！
Loc_Subtitles/CARNIE_HW2_00034,(CARNIE)\\\\Feel like hittin’ some targets soon?,(卡尼)\\\\想要打几个靶子吗？
Loc_Subtitles/CARNIE_HW2_00036,(CARNIE)\\\\Gather round folks! Come see the worst Fazerblast player in the history of Fall Fest!,(卡尼)\\\\大家围过来！来看看秋季节庆史上最糟糕的激光枪玩家！
Loc_Subtitles/CARNIE_HW2_00017,"(CARNIE)\\\\Get a load of this one folks, thinks that dart can trigger a light sensor. What a maroon!",(卡尼)\\\\大家看看这个，以为飞镖能触发光敏传感器。真是个傻瓜！
Loc_Subtitles/CARNIE_HW2_00032,(CARNIE)\\\\Get me some popcorn. I’m lovin’ this.,(卡尼)\\\\给我弄点爆米花。我爱死这个了。
Loc_Subtitles/CARNIE_HW2_00020,(CARNIE)\\\\Gonna need something bigger if you want to knock down that target!,(卡尼)\\\\如果你想打倒那个目标，你得用更大的东西！
Loc_Subtitles/CARNIE_HW2_00027,(CARNIE)\\\\Had a feelin’ I’d be seeing your ugly mug again.,(卡尼)\\\\我就知道我会再见到你的丑脸。
Loc_Subtitles/CARNIE_HW2_00043,(CARNIE)\\\\Hey sharpshooter. I got you a little gift.,(卡尼)\\\\嘿，神枪手。我给你准备了个小礼物。
Loc_Subtitles/CARNIE_HW2_00055,(CARNIE)\\\\Hit those targets with the balls!,(卡尼)\\\\用球打中那些目标！
Loc_Subtitles/CARNIE_HW2_00028,(CARNIE)\\\\How about we try something a little bit more challenging?,(卡尼)\\\\我们试试更有挑战性的怎么样？
Loc_Subtitles/CARNIE_HW2_00033,(CARNIE)\\\\How embarrassing.,(卡尼)\\\\多丢人啊。
Loc_Subtitles/CARNIE_HW2_00023,(CARNIE)\\\\It’s fun for the whole family!,(卡尼)\\\\这对全家人都很有趣！
Loc_Subtitles/CARNIE_HW2_00052,(CARNIE)\\\\Just pick up a ball and toss it.,(卡尼)\\\\只要拿起一个球，然后扔出去。
Loc_Subtitles/CARNIE_HW2_00048,(CARNIE)\\\\Just pick up that dart gun and get to shootin’.,(卡尼)\\\\只要拿起那把飞镖枪，然后开始射击。
Loc_Subtitles/CARNIE_HW2_00006,(CARNIE)\\\\Just shoot the button and take a chance.,(卡尼)\\\\只要射中那个按钮，就有机会。
Loc_Subtitles/CARNIE_HW2_00006a,(CARNIE)\\\\Just shoot the targets and take a chance.,(卡尼)\\\\只要射中那些目标，就有机会。
Loc_Subtitles/CARNIE_HW2_00040,(CARNIE)\\\\Just take yer time.,(卡尼)\\\\慢慢来。
Loc_Subtitles/CARNIE_HW2_00013,(CARNIE)\\\\Lasers don’t pop balloons! Haha ha.,(卡尼)\\\\激光是射不破气球的！哈哈哈。
Loc_Subtitles/CARNIE_HW2_00058,(CARNIE)\\\\Look. This is the last time. There’s nothin’ left!,(卡尼)\\\\听着。这是最后一次了。再也没有机会了！
Loc_Subtitles/CARNIE_HW2_00007,(CARNIE)\\\\Looks like we have ourselves a contender!,(卡尼)\\\\看起来我们有了一个有实力的对手！
Loc_Subtitles/CARNIE_HW2_00037,(CARNIE)\\\\Miss it. Miss it. Miss it.,(卡尼)\\\\打不中。打不中。打不中。
Loc_Subtitles/CARNIE_HW2_00060,(CARNIE)\\\\My biscuits are burnin’! My biscuits are burnin’!,(卡尼)\\\\我的饼干烤糊了！我的饼干粘锅了！
Loc_Subtitles/CARNIE_HW2_00025,(CARNIE)\\\\Next time bring the whole family for a once in a lifetime unforgettable experience.,(卡尼)\\\\下次带上全家人，享受一次千载难逢的难忘体验。
Loc_Subtitles/CARNIE_HW2_00010,(CARNIE)\\\\No hand holding round here.\\\\Learn by doin’. That's what I always say!,(卡尼)\\\\这里不需要手把手教。\\\\自己动手，丰衣足食。这就是我一直说的！
Loc_Subtitles/CARNIE_HW2_00015,(CARNIE)\\\\Not gonna pop it with that!,(卡尼)\\\\你用那个是打不破的！
Loc_Subtitles/CARNIE_HW2_00024,"(CARNIE)\\\\Now, you look like you got kids. Win a prize for the little one!",(卡尼)\\\\现在，你看起来有孩子了。为小家伙赢得奖品!
Loc_Subtitles/CARNIE_HW2_00014,(CARNIE)\\\\Poppin’ balloons with a throwin’ ball? Now this I gotta see.,(卡尼)\\\\扔球砸破气球？这个我得看看。
Loc_Subtitles/CARNIE_HW2_00011,(CARNIE)\\\\Score high or face the consequences. That’s the deal.,(卡尼)\\\\得高分或者面对后果。这就是规矩。
Loc_Subtitles/CARNIE_HW2_00050,(CARNIE)\\\\Shoot the targets!,(卡尼)\\\\射击那些目标！
Loc_Subtitles/CARNIE_HW2_00056b,(CARNIE)\\\\Shoot those balloons.,(卡尼)\\\\射击那些气球。
Loc_Subtitles/CARNIE_HW2_00001,(CARNIE)\\\\Step right up. Step right up. Test yer skills an’ win a prize!,(卡尼)\\\\快来吧。快来吧。看看自己几斤几两，赢走奖品！
Loc_Subtitles/CARNIE_HW2_00016,"(CARNIE)\\\\That light sensor’s fer lazers, not throwin’ balls!",(卡尼)\\\\那个光敏传感器是给激光用的，不是给球的！
Loc_Subtitles/CARNIE_HW2_00042,(CARNIE)\\\\That there’s a fire hazard.,(卡尼)\\\\那个是个火灾隐患。
Loc_Subtitles/CARNIE_HW2_00059,(CARNIE)\\\\The final challenge.,(卡尼)\\\\最终挑战。
Loc_Subtitles/CARNIE_HW2_00018,(CARNIE)\\\\The opposite of effective.,(卡尼)\\\\完全无效。
Loc_Subtitles/CARNIE_HW2_00009,(CARNIE)\\\\The rules should be simple enough for you to understand.,(卡尼)\\\\规则应该很简单，你能理解的。
Loc_Subtitles/CARNIE_HW2_00004,(CARNIE)\\\\Then you've come to the right place!,(卡尼)\\\\那你就来对地方了！
Loc_Subtitles/CARNIE_HW2_00012,(CARNIE)\\\\Three… Two… Go!,(卡尼)\\\\三...二...开始！
Loc_Subtitles/CARNIE_HW2_00053,(CARNIE)\\\\Toss it at the target.,(卡尼)\\\\把它扔向目标。
Loc_Subtitles/CARNIE_HW2_00049,(CARNIE)\\\\What are ya waitin’ for?,(卡尼)\\\\你在等什么？
Loc_Subtitles/CARNIE_HW2_00047,(CARNIE)\\\\What makes you so special anyway?,(卡尼)\\\\你到底有什么特别的？
Loc_Subtitles/CARNIE_HW2_00008,(CARNIE)\\\\What’s yer name? Cat got yer tongue? No need to answer. Don’t matter an I don’t care.,(卡尼)\\\\你叫什么名字？猫抓了你的舌头？不用回答。无关紧要，我也不在乎。
Loc_Subtitles/CARNIE_HW2_00030,(CARNIE)\\\\Whoah! Hold on! I’m on fire! I’m on fire!,(卡尼)\\\\哇！等等！我着火了！我着火了！
Loc_Subtitles/CARNIE_HW2_00031,(CARNIE)\\\\Whoah! Watch where yer pointin’ those things.,(卡尼)\\\\哇！小心点，注意你的枪口指向。
Loc_Subtitles/CARNIE_HW2_00051,"(CARNIE)\\\\Wow. This is gonna be tough fer you, ain’t it?",(卡尼)\\\\哇。这对你来说会很难，不是吗？
Loc_Subtitles/CARNIE_HW2_00041,(CARNIE)\\\\You got all the time in the world. I ain't’ goin’ nowhere.,(卡尼)\\\\你有的是时间。我不会走的。
Loc_Subtitles/CARNIE_HW2_00035,"(CARNIE)\\\\You gotta hit the targets, not avoid them.",(卡尼)\\\\你得打中目标，而不是避开它们。
Loc_Subtitles/CARNIE_HW2_00039,(CARNIE)\\\\You here by yourself? How sad.,(卡尼)\\\\你一个人来的？真可怜。
Loc_Subtitles/NURSE_HW2_00008,(CARNIVAL NURSE)\\\\Adequate work. You have received your Fazbear First Aid certification. You are now\\qualified to administer medical support in all Fazbear Entertainment franchises.,(癫佬护士)\\\\还算合格。你已经获得了费斯熊急救证书。你现在有资格在所有费斯娱乐连锁店提供医疗支持。
Loc_Subtitles/NURSE_HW2_00026,(CARNIVAL NURSE)\\\\Arcade related injury.,(癫佬护士)\\\\游戏机相关的伤害。
Loc_Subtitles/NURSE_HW2_00015,"(CARNIVAL NURSE)\\\\Avoid undue patient stress. According to comment cards, Patient outbursts bother\\Pizza Place guests.",(癫佬护士)\\\\避免给病人造成过度的压力。根据评论卡，病人的爆发会对\\披萨店的客人造成困扰。
Loc_Subtitles/NURSE_HW2_00020,(CARNIVAL NURSE)\\\\Ball pit accident.,(癫佬护士)\\\\海洋球池事故。
Loc_Subtitles/NURSE_HW2_00017,(CARNIVAL NURSE)\\\\Be advised. Prolonged cries may also attract the attention of free\\roaming characters.,(癫佬护士)\\\\请注意。持续的哭声也可能吸引自由\\漫游的角色的注意。
Loc_Subtitles/NURSE_HW2_00021,(CARNIVAL NURSE)\\\\Beaten by bullies.,(癫佬护士)\\\\被恶霸欺负。
Loc_Subtitles/NURSE_HW2_00010,"(CARNIVAL NURSE)\\\\But, hey. There is always next time.",(癫佬护士)\\\\不过，嘿。总有下次的机会。
Loc_Subtitles/NURSE_HW2_00027,(CARNIVAL NURSE)\\\\Claw machine injury.,(癫佬护士)\\\\夹娃娃机的伤害。
Loc_Subtitles/NURSE_HW2_00029,(CARNIVAL NURSE)\\\\Entertainment related trauma.,(癫佬护士)\\\\娱乐相关的创伤。
Loc_Subtitles/NURSE_HW2_00005,"(CARNIVAL NURSE)\\\\Fazbear Entertainment believes in the ""sink or swim"" training method.",(癫佬护士)\\\\费斯娱乐相信“不进则退”的培训方法。
Loc_Subtitles/NURSE_HW2_00028,(CARNIVAL NURSE)\\\\Food related injury.,(癫佬护士)\\\\食物相关的伤害。
Loc_Subtitles/NURSE_HW2_00023,(CARNIVAL NURSE)\\\\General neglect.,(癫佬护士)\\\\一般的疏忽。
Loc_Subtitles/NURSE_HW2_00033,"(CARNIVAL NURSE)\\\\Great news. Due to today’s successful salvage, Pizza Place entertainment value has\\considerably increased. Be warned, Liability Risk has also increased.",(癫佬护士)\\\\好消息。由于今天的成功回收，披萨店的娱乐价值有了\\显著的提高。但是要注意，责任风险也增加了。
Loc_Subtitles/NURSE_HW2_00034,"(CARNIVAL NURSE)\\\\Great news. Due to today’s successful salvage, Pizza Place enter…\\(garbled rest of message)",(癫佬护士)\\\\好消息。由于今天的成功回收，披萨店的娱乐...\\(剩余的信息无法辨认)
Loc_Subtitles/NURSE_HW2_00032,"(CARNIVAL NURSE)\\\\Great news. Due to today’s successful salvage, the entertainment value\\of the Pizza Place has increased.",(癫佬护士)\\\\好消息。由于今天的成功回收，披萨店的娱乐价值有了提高。
Loc_Subtitles/NURSE_HW2_00018,(CARNIVAL NURSE)\\\\It is advised that you use only the designated medical instruments relating\\to the current procedure.,(癫佬护士)\\\\建议你只使用与当前手术相关的指定的医疗器械。
Loc_Subtitles/NURSE_HW2_00006,(CARNIVAL NURSE)\\\\Medical attention begins in 3...2...1...,(癫佬护士)\\\\医疗救助开始于3...2...1...
Loc_Subtitles/NURSE_HW2_00012,(CARNIVAL NURSE)\\\\Next scenario.,(癫佬护士)\\\\下一个情景。
Loc_Subtitles/NURSE_HW2_00013,"(CARNIVAL NURSE)\\\\Now, give the patient a candy.",(癫佬护士)\\\\现在，给病人一颗糖果。
Loc_Subtitles/NURSE_HW2_00024,(CARNIVAL NURSE)\\\\Parental neglect.,(癫佬护士)\\\\父母的疏忽。
Loc_Subtitles/NURSE_HW2_00009,"(CARNIVAL NURSE)\\\\Patient lost. In this unlikely event, it is Fazbear Entertainment policy to disavow\\any knowledge of said emergency and blame the parents.",(癫佬护士)\\\\病人丢失。在这种不太可能发生的情况下，费斯熊娱乐公司的政策是否\\对上述紧急情况有任何了解，并指责家长。
Loc_Subtitles/NURSE_HW2_00031,(CARNIVAL NURSE)\\\\Patient stabilized. Yay.,(癫佬护士)\\\\病人稳定了。耶。
Loc_Subtitles/NURSE_HW2_00025,(CARNIVAL NURSE)\\\\Roughhousing trauma.,(癫佬护士)\\\\打闹造成的创伤。
Loc_Subtitles/NURSE_HW2_00019,(CARNIVAL NURSE)\\\\Slide related injury.,(癫佬护士)\\\\滑梯相关的伤害。
